img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
162,C1,34.91620255,32.02521515,01/12/2025,0.076473236,0.83265215,0.054312382,0.85165215,0.83265215,0.9587574,3.3507843,table_30_1774168017329677268,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,-0.4926566831506699,05/12/2025,Control-Sun
160,C1,34.91624069,32.02518463,01/12/2025,0.08599472,0.84088486,0.049550638,0.85311174,0.84088486,1.0075449,3.527297,table_6_1774168017329669168,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,-0.4926566831506699,05/12/2025,Control-Sun
163,C1,34.91619492,32.02517319,01/12/2025,0.080104828,0.84092337,0.052845493,0.85820764,0.84092337,0.97204155,3.3988461,table_14_1774168017329672268,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,-0.4926566831506699,05/12/2025,Control-Sun
162,R11,34.91620255,32.02521515,01/12/2025,0.076473236,0.85267437,0.049921136,0.8675006,0.85267437,1.0269415,3.5974748,table_28_1774168017329676668,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,-0.5568678170682223,05/12/2025,Shade
165,R11,34.91619492,32.02518845,01/12/2025,0.084526062,0.8597116,0.044777974,0.8705078,0.8597116,1.0345082,3.6248507,table_36_1774168017329679468,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,-0.5568678170682223,05/12/2025,Shade
161,R11,34.91622543,32.02519608,01/12/2025,0.08392334,0.8401485,0.051139217,0.8521813,0.8401485,1.012036,3.5435462,table_20_1774168017329674368,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,-0.5568678170682223,05/12/2025,Shade
160,R11,34.91624069,32.02518463,01/12/2025,0.08599472,0.8478129,0.04599344,0.8577403,0.8478129,1.0146949,3.5531662,table_4_1774168017329668468,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,-0.5568678170682223,05/12/2025,Shade
163,R11,34.91619492,32.02517319,01/12/2025,0.080104828,0.857098,0.046775177,0.87150127,0.857098,0.9998935,3.4996145,table_12_1774168017329671568,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,-0.5568678170682223,05/12/2025,Shade
234,R2,34.91629791,32.02521515,04/01/2026,0.199237823,0.87211025,0.04621164,0.8805996,0.87211025,1.0713831,3.758264,table_62_1774187719104783788,RED_white_blue_led_ids,RED,0.77,0.03,0.7968,1.0202,0.255,-0.6124874325257426,05/02/2026,White+Blue LED
235,R2,34.91625595,32.02522278,04/01/2026,0.204093933,0.88958025,0.039171334,0.8962745,0.88958025,1.0560663,3.7028477,table_22_1774187719104771188,RED_white_blue_led_ids,RED,0.77,0.03,0.7968,1.0202,0.255,-0.6124874325257426,05/02/2026,White+Blue LED
227,R11,34.91625214,32.02519989,22/01/2026,0.077987671,0.8012929,0.03587381,0.80679846,0.8012929,0.9848334,3.445127,table_75_1774186061812431936,RED_Shade_ids,RED,0.18,0.03,0.6393,0.6194,0.155,-0.6329913745028001,29/01/2026,Shade
228,R11,34.91625214,32.02519989,22/01/2026,0.088142395,0.8543964,0.048601836,0.86493224,0.8543964,1.1327547,3.9803061,table_10_1774186061812405636,RED_Shade_ids,RED,0.18,0.03,0.6393,0.6194,0.155,-0.6329913745028001,29/01/2026,Shade
