label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,valPlantMean,satPlantMean,huePlantMean,plantBinImg,category,catalog id,color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin
R8,87,8,2448,2324,20251225_111229.jpg,2992,2992,0.4304068307379667,0.893050003083598,0.1784729878265696,,RED_white_led_ids,R8,R,1.37,0.03,0.5488,0.7335,0.183,0.365
R9,277,17,2407,2341,20251225_111259.jpg,2992,2992,0.4277358623827244,0.8188831109945325,0.1819095906234961,,RED_white_led_ids,R9,R,1.96,0.03,0.3974,0.5184,0.13,0.268
R10,367,8,2481,2258,20251225_111326.jpg,2992,2992,0.4153975349879956,0.7710791241853856,0.1746491805150923,,RED_white_led_ids,R10,R,1.43,0.03,0.4154,0.6842,0.171,0.244
G6,269,17,2382,2217,20251225_111852.jpg,2992,2992,0.4400493872594852,0.970620207080183,0.210893990525556,,GREEN_white_led_ids,G6,G,1.49,0.03,0.1135,0.323,0.081,0.033
G7,565,354,2250,2464,20251225_111920.jpg,2992,2992,0.377885221946463,0.958551316725804,0.2233882436275865,,GREEN_white_led_ids,G7,G,1.59,0.03,0.1919,0.3444,0.086,0.106
G8,870,322,2110,2201,20251225_111942.jpg,2992,2992,0.3626913228335344,0.9927091172136312,0.2199343567642232,,GREEN_white_led_ids,G8,G,1.02,0.03,0.1208,0.3296,0.082,0.038
G9,508,17,2481,2530,20251225_112007.jpg,2992,2992,0.605289758551513,0.9553254884530896,0.2059717153902825,,GREEN_white_led_ids,G9,G,1.54,0.03,0.1653,0.4997,0.125,0.04
G10,236,8,2456,2390,20251225_112036.jpg,2992,2992,0.425363121539937,0.9426428234123544,0.2200626340783294,,GREEN_white_led_ids,G10,G,1.88,0.03,0.1209,0.3374,0.084,0.037
R11,62,17,2778,2506,20251225_112257.jpg,2992,2992,0.4743521343683539,0.8847642382089227,0.1846400765679987,,RED_Shade_ids,R11,R,1.05,0.03,0.3463,0.6847,0.171,-0.104
R12,0,25,2585,2522,20251225_112325.jpg,2992,2992,0.5143207832203872,0.9453643137431116,0.1965398862256365,,RED_Shade_ids,R12,R,0.84,0.03,0.0671,0.0455,0.011,0.363
R13,194,74,2563,2530,20251225_112347.jpg,2992,2992,0.3944827322875972,0.9148444039514838,0.1830157192434743,,RED_Shade_ids,R13,R,1.4,0.03,0.3745,0.6017,0.15,0.119
R14,0,0,2914,2473,20251225_112427.jpg,2992,2992,0.504935440333994,0.8892967666997486,0.1750544260122373,,RED_Shade_ids,R14,R,1.16,0.03,0.2694,0.5717,0.143,0.126
R15,21,25,2893,2588,20251225_112509.jpg,2992,2992,0.5105881305510638,0.8420770124947742,0.1758989253842936,,RED_Shade_ids,R15,R,1.12,0.03,0.3023,0.5778,0.144,0.158
G11,524,0,2225,2448,20251225_112805.jpg,2992,2992,0.5833856195131158,0.9870837663661064,0.2016265202827287,,GREEN_Shade_ids,G11,G,1.33,0.03,0.0513,0.0372,0.009,0.042
G12,38,17,2588,2349,20251225_112834.jpg,2992,2992,0.339574391589251,0.8344377256071209,0.2189918158252461,,GREEN_Shade_ids,G12,G,1.53,0.03,0.1286,0.395,0.099,0.03
G13,458,8,2316,2481,20251225_112907.jpg,2992,2992,0.5676284017930542,0.967968869311876,0.2070803819695823,,GREEN_Shade_ids,G13,G,0.91,0.03,0.1089,0.265,0.066,0.043
G14,87,379,2646,2135,20251225_112932.jpg,2992,2992,0.5286391833543801,0.9607276398079428,0.2056627923180491,,GREEN_Shade_ids,G14,G,1.26,0.03,0.0389,0.0368,0.009,0.03
G15,392,17,2357,1879,20251225_112955.jpg,2992,2992,0.4916321371804357,0.979540777975438,0.2085935516270982,,GREEN_Shade_ids,G15,G,0.91,0.03,0.1254,0.3337,0.083,0.042
C1,161,17,2831,2704,20251225_113253.jpg,2992,2992,0.2611590677168292,0.9042027164093304,0.2119157111973599,,RED_Control_ids,C1,C,1.66,0.03,0.3949,0.4867,0.122,0.273
C2,0,0,2992,2555,20251225_113320.jpg,2992,2992,0.4139830914882126,0.8585395344923397,0.1725383755391385,,RED_Control_ids,C2,C,1.25,0.03,0.5171,0.5872,0.147,0.37
C3,236,8,2756,2415,20251225_113353.jpg,2992,2992,0.4763016478085717,0.7593709699472031,0.1531252007173196,,RED_Control_ids,C3,C,1.4,0.03,0.5147,0.5375,0.134,0.38
C4,458,66,2530,2514,20251225_113420.jpg,2992,2992,0.36356859555487,0.8857382590167663,0.1917688385474449,,RED_Control_ids,C4,C,1.44,0.03,0.1813,0.2252,0.056,0.125
C5,491,8,2501,2687,20251225_113456.jpg,2992,2992,0.3704262503585234,0.8265715429783663,0.1644801579981573,,RED_Control_ids,C5,C,1.71,0.03,0.6944,0.7016,0.175,0.519
C6,120,0,2621,2366,20251225_113803.jpg,2992,2992,0.3949928748870256,0.9281769592876538,0.2196461144952303,,GREEN_Control_ids,C6,C,2.96,0.03,0.1286,0.3738,0.093,0.035
C7,194,17,2563,2357,20251225_113832.jpg,2992,2992,0.5974708096960241,0.9829799145042026,0.193675974518966,,GREEN_Control_ids,C7,C,1.59,0.03,0.1194,0.3364,0.084,0.035
C8,170,17,2704,2399,20251225_113901.jpg,2992,2992,0.4219262662528137,0.957381589220974,0.2156676167963516,,GREEN_Control_ids,C8,C,1.88,0.03,0.1042,0.2548,0.064,0.041
C9,137,17,2448,2390,20251225_113924.jpg,2992,2992,0.6167801554897824,0.9764296270204464,0.2055547499531463,,GREEN_Control_ids,C9,C,2.16,0.03,0.0959,0.2491,0.062,0.034
C10,13,0,2979,2547,20251225_113955.jpg,2992,2992,0.4073350967430573,0.8826564565134447,0.2120087614151221,,GREEN_Control_ids,C10,C,0.99,0.03,0.127,0.3422,0.086,0.041
